global_index,category_index,category_name,category_url,image_index_in_category,image_url,alt,product_name,current_price,old_price,discount,rating,review_count,shipping_info,card_text,top,left,product_url,listing_url
11,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,11,https://www.cdiscount.com/pdt2/1/1/0/1/400x400/bes6941607366110/rw/kit-piscine-hors-sol-tubulaire-bestway-steel-pro.jpg,"Kit Piscine hors sol tubulaire BESTWAY - Steel Pro Max™ - 404 x 201 x 100 cm - Rectangulaire (Filtre à cartouche, échelle)","Kit Piscine hors sol tubulaire BESTWAY - Steel Pro Max™ - 404 x 201 x 100 cm - Rectangulaire (Filtre à cartouche, échelle)","309,00 €",,,,,"Livré par Cdiscount 309,00 € Ajouter","Sponsorisé? Kit Piscine hors sol tubulaire BESTWAY - Steel Pro Max™ - 404 x 201 x 100 cm - Rectangulaire (Filtre à cartouche, échelle) Composition du lot : 1 piscine, 1 pompe de filtration (compatible avec cartouche de type II), 1 diffuseur ChemConnect™, 1 échelle de sécurité Entretien de l'eau : Chlore, Sel Dimensions : 404x 201 x 100cm Hauteur de la ligne d'eau : 90 cm Livré par Cdiscount 309,00 € Ajouter",2948.890625,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-bestway-steel-pro/f-1631801-bes6941607366110.html?idOffre=4172189211&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daedc47f43548a5d90f5c35a7cd6bd616e92b160224e5c2c411087ae5ef48b32138275fa46dfa6bde9ef7b3ad1946c55c3045d47c6c717001589b2102937b1c9c5775d9c6982e1b478de4de9c174fde6baddf9dbcc80783e0a0a816386b5f052f90b3f65ef59b2c355a16f3934340ac1a248#mpos=11|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
12,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,12,https://www.cdiscount.com/pdt2/0/6/7/1/400x400/aabzw84067/rw/airrobo-pc20-robot-de-piscine.jpg,"Robot Piscine AIRROBO CP40,Nettoyage Fond et Paroi, Autonomie 120min (170m²), Application, Grand Panier 4L","Robot Piscine AIRROBO CP40,Nettoyage Fond et Paroi, Autonomie 120min (170m²), Application, Grand Panier 4L","419,00 €",20 €,,4.9,7,Livraison gratuite1 Livré par Cdiscount Les imbat,"Bon plan Sponsorisé? Robot Piscine AIRROBO CP40,Nettoyage Fond et Paroi, Autonomie 120min (170m²), Application, Grand Panier 4L 4,9 / 5 7 avis Surface nettoyée : Fond, Fond et paroi, Ligne d'eau, Paroi Dimensions : Taille : 54.5×46.3×29.8 cm Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount Les imbattables Partagez votre avis et gagnez 20€ Prix de comparaison 599,00 € 419,00 € Ajouter",3197.890625,332.0,https://www.cdiscount.com/jardin/piscine/airrobo-pc20-robot-de-piscine/f-163180201-aabzw84067.html?idOffre=4284199567&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daed038cff417b590f89648d536d3e3e2a9d1ed736e90c7693a94dec06e488ed039b24eacbac18df49f96fa4d8f182595dc2ebc6213123543b5be8af89d3e30a4615e85032cfb8b9a0f1a5492b3e0e1d4c47806dac0a4a213c1eefa3dbbbf63a0bfb077b84d48bf00dc8e1e80135f8d5b732#mpos=12|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
13,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,13,https://www.cdiscount.com/pdt2/3/2/0/1/400x400/bes6941607361320/rw/filtre-a-sable-pompe-de-filtration-pour-piscine.jpg,Filtre à sable / pompe de filtration pour piscine jusqu'à 42 m3- Bestway - 6 056 L/h - Avec préfiltre,Filtre à sable / pompe de filtration pour piscine jusqu'à 42 m3- Bestway - 6 056 L/h - Avec préfiltre,"179,00 €","179,00 €",,4.5,72,Livraison gratuite1 Livré par Cdiscount Moins che,"Meilleur prix Filtre à sable / pompe de filtration pour piscine jusqu'à 42 m3- Bestway - 6 056 L/h - Avec préfiltre 4,5 / 5 72 avis Composition du lot : Cuve à sable + pompe de filtration intégrée + vanne 6 voies + tuyaux de raccordement Ø 38 mm + adaptateurs + manuel d’utilisation. Sable non inclus. Dimensions : 50 × 50 × 70 cm Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount Moins cher qu'Amazon.fr ? 129,99 € Ajouter",3446.890625,332.0,https://www.cdiscount.com/jardin/piscine/filtre-a-sable-pompe-de-filtration-pour-piscine/f-163180302-bes6941607361320.html#mpos=13|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
14,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,14,https://www.cdiscount.com/pdt2/b/0/5/1/400x400/bunintpisrob05/rw/kit-piscine-hors-sol-tubulaire-intex-ultra-xtr.jpg,Kit Piscine hors sol tubulaire INTEX - Ultra XTR - 732 x 366 x 132 cm - Rectangulaire (Filtre à sable) + Robot aspirateur Intex,Kit Piscine hors sol tubulaire INTEX - Ultra XTR - 732 x 366 x 132 cm - Rectangulaire (Filtre à sable) + Robot aspirateur Intex,"1118,00 €",,,,,"Livré par Cdiscount 1118,00 € Ajouter","Kit Piscine hors sol tubulaire INTEX - Ultra XTR - 732 x 366 x 132 cm - Rectangulaire (Filtre à sable) + Robot aspirateur Intex Composition du lot : 1 Piscine, 1 robot aspirateur, 1 filtre à sable, 1 bâche, 1 tapis de sol, 1 échelle Dimensions : 732 x 366 x 132 cm Hauteur de la ligne d'eau : 114 cm Volume d'eau : 31,8 m3 Livré par Cdiscount 1118,00 € Ajouter",3694.890625,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-intex-ultra-xtr/f-1631801-bunintpisrob05.html#mpos=14|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
15,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,15,https://www.cdiscount.com/pdt2/8/7/6/1/400x400/aacpo17876/rw/mspa---spa-rigide-connect.jpg,MSPA - Spa rigide connecté carré 180cm OSLO AERO PLUS - 6 places + lot de 8 filtres,MSPA - Spa rigide connecté carré 180cm OSLO AERO PLUS - 6 places + lot de 8 filtres,"2199,00 €",,,,,"Livraison gratuite1 2199,00 € Ajouter","Sponsorisé? MSPA - Spa rigide connecté carré 180cm OSLO AERO PLUS - 6 places + lot de 8 filtres Composition du lot : 8 cartouches de filtration, couvercle gonflable, adaptateur tuyau d'arrosage, produit d'entretien, tapis pliant, ruban LED et télécommande Nombre et type de jets : 140 jets d'air et 8 jets d'eau Dimensions : L 180 x l 180 x H 65cm Hauteur de la ligne d'eau : 42 Livraison gratuite1 2199,00 € Ajouter",3942.890625,332.0,https://www.cdiscount.com/jardin/spa/mspa---spa-rigide-connect/f-1633001-aacpo17876.html?idOffre=4301626010&sw=2176a09e38a4770ef97846c149063d4f9b2d8c30b0f6cc77e47586da4daaf58d7d267739cac6fbc28b853d680aa2dacfc8a2f3c37f2ed6fc94d9b3befc6e5e1929ecd169829604ba40a43baa64f66117cd53033e99da4b81525e184144d5e93c02d1c44bbe7ee5a7342d90fddcecc45342525705a95971f4d706afe8b63d87221647f5d203fc733eafdb4982522e2426#mpos=15|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
16,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,16,https://www.cdiscount.com/pdt2/0/6/0/1/400x400/aaanh00060/rw/wybot-a1--robot-de-piscine.jpg,Robot de piscine sans fil - WYBOT - A1 - Autonomie 120 min - Nettoyage automatique - Double filtration,Robot de piscine sans fil - WYBOT - A1 - Autonomie 120 min - Nettoyage automatique - Double filtration,"199,00 €",,,4.3,52,"Livraison gratuite1 Livré par Cdiscount 199,00 €","Sponsorisé? Robot de piscine sans fil - WYBOT - A1 - Autonomie 120 min - Nettoyage automatique - Double filtration 4,3 / 5 52 avis Composition du lot : Robot de piscine Wybot A1, Crochet de récupération, Chargeur, Grille de filtration, Mousse de filtration Surface nettoyée : Fond Type d'alimentation : Batterie Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount 199,00 € Ajouter",4191.890625,332.0,https://www.cdiscount.com/jardin/piscine/wybot-a1--robot-de-piscine/f-163180201-aaanh00060.html?idOffre=4191663999&sw=2176a09e38a4770ef97846c149063d4f9b2d8c30b0f6cc77e47586da4daaf58df1f10146ece5ef691cd6c129c174c7944c13af26a848b19867c0995b6c94ab3d04df7faeea982e42b2abf222f7eecacd4e1e7b8b2c5f595c4ae9f3fade11551535e63aeea45648407f802ea2d241970d0afc9c4c7dcbd7e11c8feca37506a05729204338d19c1f1da51420b82c1255ab#mpos=16|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
17,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,17,https://www.cdiscount.com/pdt2/3/3/4/1/400x400/aackg75334/rw/airrobo-cp02-lite-robot-de.jpg,"Robot Piscine sans Fil AIRROBO CP02 Nettoyage du Fond, Hors-Sol jusqu'à 80m², Autonomie 120 min, Double Filtre 250 microns, IP68","Robot Piscine sans Fil AIRROBO CP02 Nettoyage du Fond, Hors-Sol jusqu'à 80m², Autonomie 120 min, Double Filtre 250 microns, IP68","149,99 €","299,99 €",,2,3,Livraison gratuite1 Livré par Cdiscount Prix de c,"Sponsorisé? Robot Piscine sans Fil AIRROBO CP02 Nettoyage du Fond, Hors-Sol jusqu'à 80m², Autonomie 120 min, Double Filtre 250 microns, IP68 2 / 5 3 avis Surface nettoyée : Fond Type d'alimentation : Batterie Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount Prix de comparaison 299,99 € 149,99 € Ajouter",4442.1875,332.0,https://www.cdiscount.com/jardin/piscine/airrobo-cp02-lite-robot-de/f-163180201-aackg75334.html?idOffre=4294199171&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daedff72930a51b016c9ca197dd553ccd211cd09b11eb2017cc7af327de408d46d55ca1f94b59cc1e8115a0889bcb0da69db2c8bf74ece2cc29d65cdadd3333c24ce6b637eee47e1dcf1e787e0adc68124b37320bbbc36bf152dc53ef895de7a835af39cc173372d492fce8bf6b195d0cfa5#mpos=17|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
18,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,18,https://www.cdiscount.com/pdt2/8/0/0/1/400x400/auc4250525304800/rw/pompe-filtre-a-sable-10-200l-h-400w-2en1-raccord-3.jpg,"Pompe filtre à sable 10,2m³ auto-amorçante piscines 35m³ certifié TÜV vanne 7 voies raccord Ø32-38mm système de filtration à sable","Pompe filtre à sable 10,2m³ auto-amorçante piscines 35m³ certifié TÜV vanne 7 voies raccord Ø32-38mm système de filtration à sable","149,99 €",,,4.3,295,"Livraison gratuite1 Livré par Cdiscount 149,99 €","Sponsorisé? Pompe filtre à sable 10,2m³ auto-amorçante piscines 35m³ certifié TÜV vanne 7 voies raccord Ø32-38mm système de filtration à sable 4,3 / 5 295 avis Dimensions : 190 cm de longueur Type d'alimentation : Electrique Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount 149,99 € Ajouter",4691.1875,332.0,https://www.cdiscount.com/jardin/piscine/pompe-filtre-a-sable-10-200l-h-400w-2en1-raccord-3/f-163180302-auc4250525304800.html?idOffre=93113649&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daed087cb8fe326d15b9bdd60e93d3513f1502fb7d52e188e80fda233be215705fed9c6e2fae2e55cb4658e3be2b8628c8c185c1f00a5baf864555a5c5d4fa83fdb34fb3bcab7012c273ac72aa8995958d9ecf1e7313e9c542c44ae35a0eba0b80eadf9e18e89947b6c8e2cf7dea5d478670#mpos=18|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
19,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,19,https://www.cdiscount.com/pdt2/b/0/3/1/400x400/bunbespiscrob03/rw/kit-piscine-hors-sol-tubulaire-bestway-steel-pro.jpg,Kit Piscine hors sol tubulaire BESTWAY - Steel Pro MAX™ - 427 x 250 x 100 cm - Ovale + Robot piscine Quartz,Kit Piscine hors sol tubulaire BESTWAY - Steel Pro MAX™ - 427 x 250 x 100 cm - Ovale + Robot piscine Quartz,"399,99 €","518,00 €",,4.3,112,"Livré par Cdiscount Prix de comparaison 518,0","Kit Piscine hors sol tubulaire BESTWAY - Steel Pro MAX™ - 427 x 250 x 100 cm - Ovale + Robot piscine Quartz 4,3 / 5 112 avis Composition du lot : 1 piscine, 1 robot piscine Dimensions : 427 x 250 x 100 cm Livré par Cdiscount Prix de comparaison 518,00 € 399,99 € Ajouter",4940.1875,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-bestway-steel-pro/f-1631801-bunbespiscrob03.html#mpos=19|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
20,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,20,https://www.cdiscount.com/pdt2/0/3/9/1/400x400/aabhj30039/rw/spino-e1-robot-piscine-sans-fil-nettoie-fond-paro.jpg,"Spino E1 Robot Piscine Sans Fil, Nettoie Fond Parois et Ligne d'Eau, avec App, Trajet SmartArc, 210 Min & 150m² d'Autonomie","Spino E1 Robot Piscine Sans Fil, Nettoie Fond Parois et Ligne d'Eau, avec App, Trajet SmartArc, 210 Min & 150m² d'Autonomie","499,00 €",20 €,,5,2,Livraison gratuite1 Livré par Cdiscount Partagez,"Bon plan Sponsorisé? Spino E1 Robot Piscine Sans Fil, Nettoie Fond Parois et Ligne d'Eau, avec App, Trajet SmartArc, 210 Min & 150m² d'Autonomie 5 / 5 2 avis Composition du lot : SPINO E1, Chargeur, Panier, Crochet de récupération Surface nettoyée : Fond et paroi Type d'alimentation : Batterie Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount Partagez votre avis et gagnez 20€ Prix de comparaison 799,00 € 499,00 € Ajouter",5188.1875,332.0,https://www.cdiscount.com/jardin/piscine/spino-e1-robot-piscine-sans-fil-nettoie-fond-paro/f-163180201-aabhj30039.html?idOffre=4258274714&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daed72b79a502c31764c5ed443c9ed691c7b3bbe9583aaa7d341e556dbafd8d4887f15b2f8e6eb81fd3d4595796edb0d1364ab35c7b4d4622bd4f337971913416905ec7260b9720b30e93bbdd8cbfb9468699bd4845c5fb14b83152bfc9f8275ed724116024bc7963ccf1a9874cd6ad9651d#mpos=20|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
21,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,21,https://www.cdiscount.com/pdt2/3/5/9/1/400x400/bes1736357321359/rw/spa-semi-rigide-bestway-lay-z-spa-toronto-smart-ai.jpg,Spa semi-rigide Bestway Lay-Z-Spa TORONTO Smart Airjet 7 places,Spa semi-rigide Bestway Lay-Z-Spa TORONTO Smart Airjet 7 places,"749,00 €",,,,,"Livraison gratuite1 749,00 € Ajouter","Sponsorisé? Spa semi-rigide Bestway Lay-Z-Spa TORONTO Smart Airjet 7 places Composition du lot : 1 liner, 1 couverture, 1 pompe, 5 coussins, 1 diffuseur ChemConnect®, cartouche de filtration (VI), patch de réparation Nombre et type de jets : 180 jets d'air Dimensions : 1,90 m x 70 cm Livraison gratuite1 749,00 € Ajouter",5438.484375,332.0,https://www.cdiscount.com/jardin/spa/spa-semi-rigide-bestway-lay-z-spa-toronto-smart-ai/f-1633001-bes1736357321359.html?idOffre=4298758516&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daed0c6f9edbd78b49e358d0e75c26dae9da93246a76082ac9cb6fc2681efef18072c4e804ea48a2d99a7b9c07497d1f9fc216d3c88b3319b02a233bcf4bc8f688739af8e79445dd3d8c1bb6f864d36f131b10e5b093e3a6de78f7b93b29025dcac1267152a47c81504345d57fff523dc4e4#mpos=21|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
22,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,22,https://www.cdiscount.com/pdt2/4/3/1/1/400x400/bes6941607366431/rw/kit-piscine-hors-sol-tubulaire-bestway-steel-pro.jpg,"Kit Piscine hors sol tubulaire BESTWAY - Steel Pro MAX™ - 427 x 250 x 100 cm - Ovale (Avec filtre à cartouche, cartouche et échelle)","Kit Piscine hors sol tubulaire BESTWAY - Steel Pro MAX™ - 427 x 250 x 100 cm - Ovale (Avec filtre à cartouche, cartouche et échelle)","387,38 €",,,4.3,112,Livré par Cdiscount Moins cher qu'Amazon,"Meilleur prix Kit Piscine hors sol tubulaire BESTWAY - Steel Pro MAX™ - 427 x 250 x 100 cm - Ovale (Avec filtre à cartouche, cartouche et échelle) 4,3 / 5 112 avis Composition du lot : 1 piscine, 1 pompe de filtration (compatible avec les cartouches de type II), une échelle, patch de réparation Entretien de l'eau : Chlore, Sel Dimensions : 427 x 250 x 100 cm Hauteur de la ligne d'eau : 80 cm Livré par Cdiscount Moins cher qu'Amazon.fr ? 387,38 € Ajouter",5687.484375,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-bestway-steel-pro/f-1631801-bes6941607366431.html#mpos=22|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
23,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,23,https://www.cdiscount.com/pdt2/6/5/6/1/400x400/bes6941607365656/rw/kit-piscine-hors-sol-tubulaire-bestway-apx-365.jpg,"Kit Piscine hors sol tubulaire BESTWAY - APX 365 - 549 x 274 x 132 cm - Rectangulaire (Filtre à sable, 250g polysphère, échelle, bâc","Kit Piscine hors sol tubulaire BESTWAY - APX 365 - 549 x 274 x 132 cm - Rectangulaire (Filtre à sable, 250g polysphère, échelle, bâc","744,00 €",,,4.5,6,Livré par Cdiscount Moins cher qu'Amazon,"Meilleur prix Kit Piscine hors sol tubulaire BESTWAY - APX 365 - 549 x 274 x 132 cm - Rectangulaire (Filtre à sable, 250g polysphère, échelle, bâc 4,5 / 5 6 avis Composition du lot : 1 piscine, 1 pompe de filtration à sable, 250 g de boules de filtration Polysphere, 1 échelle de piscine, 1 bâche de piscine, 1 patch de réparation Entretien de l'eau : Chlore, Sel Dimensions : 549 x 274 x 132 cm Hauteur de la ligne d'eau : 105 cm Livré par Cdiscount Moins cher qu'Amazon.fr ? 744,00 € Ajouter",5935.484375,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-bestway-apx-365/f-1631801-bes6941607365656.html#mpos=23|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
24,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,24,https://www.cdiscount.com/pdt2/4/g/n/1/400x400/int26374gn/rw/kit-piscine-hors-sol-tubulaire-intex-ultra-xtr.jpg,Kit Piscine hors sol tubulaire INTEX - Ultra XTR - 975 x 488 x 132 cm - Rectangulaire (Filtre à sable + accessoires) - 26374GN,Kit Piscine hors sol tubulaire INTEX - Ultra XTR - 975 x 488 x 132 cm - Rectangulaire (Filtre à sable + accessoires) - 26374GN,"1203,04 €",,,5,4,Livré par Cdiscount Moins cher qu'Amazon,"Meilleur prix Sponsorisé? Kit Piscine hors sol tubulaire INTEX - Ultra XTR - 975 x 488 x 132 cm - Rectangulaire (Filtre à sable + accessoires) - 26374GN 5 / 5 4 avis Composition du lot : Echelle de sécurité avec marches amovibles, plateforme, bâche, tapis de sol Dimensions : 975 x 488 x 132 cm Hauteur de la ligne d'eau : 1,14 m Volume d'eau : 54,4 m3 Livré par Cdiscount Moins cher qu'Amazon.fr ? 1203,04 € Ajouter",6183.484375,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-intex-ultra-xtr/f-1631801-int26374gn.html?idOffre=322630039&sw=2176a09e38a4770ef97846c149063d4f2127fe1c63ecd9d362f06a680966daed726e0cf18f67d674aad1c5976bab7732766385e41abbb4104f5a7d994b082ca02ca3b4aaf9b13cd3dafa1eb6449824feff883cf6a58e2822cbe3400ecd9774bf3aadde29c7811ce7d853afe49524fdb606f31df6143643c0338349058638f3151682660fd85cecaade1ac2de9ba1bfd1#mpos=24|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
25,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,25,https://www.cdiscount.com/pdt2/2/f/r/1/400x400/int26652fr/rw/filtre-a-sable-intex-sx3200-10m3-h-pour-piscine-ju.jpg,Filtre à sable Intex SX3200 10m³/h pour piscine jusqu'à 65m³,Filtre à sable Intex SX3200 10m³/h pour piscine jusqu'à 65m³,"182,82 €","289,00 €",,4.5,37,Livraison gratuite1 Livré par Cdiscount Prix de c,"Filtre à sable Intex SX3200 10m³/h pour piscine jusqu'à 65m³ 4,5 / 5 37 avis Composition du lot : Inclus : Pompe de filtration intégrée, cuve à média, vanne 6 voies, notice. Média filtrant et tuyaux de raccordement Ø 38 mm non inclus Type d'alimentation : Electrique Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount Prix de comparaison 289,00 € 182,82 € Ajouter",6432.484375,332.0,https://www.cdiscount.com/jardin/piscine/filtre-a-sable-intex-sx3200-10m3-h-pour-piscine-ju/f-163180302-int26652fr.html#mpos=25|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
26,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,26,https://www.cdiscount.com/pdt2/0/9/5/1/400x400/aacrf48095/rw/osprey-800-robot-piscine-sans.jpg,Robot de piscine - WYBOT - Osprey 800 - Sans fil - Autonomie 150 min - Filtration 180 microns,Robot de piscine - WYBOT - Osprey 800 - Sans fil - Autonomie 150 min - Filtration 180 microns,"466,00 €",,,5,2,"Livraison gratuite1 466,00 € Ajouter","Robot de piscine - WYBOT - Osprey 800 - Sans fil - Autonomie 150 min - Filtration 180 microns 5 / 5 2 avis Surface nettoyée : Escalier, Fond, Fond et paroi, Ligne d'eau, Paroi Dimensions : Convient pour piscines 8x4 m Type d'alimentation : Batterie Cdiscount à volonté Livraison gratuite1 466,00 € Ajouter",6680.484375,332.0,https://www.cdiscount.com/jardin/piscine/osprey-800-robot-piscine-sans/f-163180201-aacrf48095.html#mpos=26|mp,https://www.cdiscount.com/b-431533-piscines-et-spa.html
27,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,27,https://www.cdiscount.com/pdt2/4/7/4/1/400x400/bes6941607361474/rw/filtre-a-sable-pompe-de-filtration-pour-piscine.jpg,Filtre à sable / pompe de filtration pour piscine jusqu'à 18 m3- Bestway - 3 596 L/h - Avec préfiltre,Filtre à sable / pompe de filtration pour piscine jusqu'à 18 m3- Bestway - 3 596 L/h - Avec préfiltre,"79,99 €","99,00 €",,4.6,183,Livraison gratuite1 Livré par Cdiscount Les imbat,"Bon plan Filtre à sable / pompe de filtration pour piscine jusqu'à 18 m3- Bestway - 3 596 L/h - Avec préfiltre 4,6 / 5 183 avis Composition du lot : Cuve à sable + pompe de filtration intégrée + vanne 6 voies + tuyaux de raccordement Ø 32/38 mm + adaptateurs + manuel d’utilisation. Sable non inclus. Dimensions : 38 × 38 × 52 cm Cdiscount à volonté Livraison gratuite1 Livré par Cdiscount Les imbattables Prix de comparaison 99,00 € 79,99 € Ajouter",6928.484375,332.0,https://www.cdiscount.com/jardin/piscine/filtre-a-sable-pompe-de-filtration-pour-piscine/f-163180302-bes6941607361474.html#mpos=27|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
28,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,28,https://www.cdiscount.com/pdt2/8/7/4/1/400x400/int6941057430874/rw/spa-gonflable-intex-olive-196-x-196-x-71-cm.jpg,Spa gonflable INTEX - Olive - 196 x 196 x 71 cm - 4 places - Carré - 28426NP,Spa gonflable INTEX - Olive - 196 x 196 x 71 cm - 4 places - Carré - 28426NP,"399,00 €","399,00 €",,,,Livré par Cdiscount Moins cher qu'Amazon,"Meilleur prix Spa gonflable INTEX - Olive - 196 x 196 x 71 cm - 4 places - Carré - 28426NP Nombre et type de jets : 120 diffuseurs à bulles Entretien de l'eau : Brome, Chlore, Sel Dimensions : Ø x h : 1.96 x 0.71m Type d'alimentation : Electrique Livré par Cdiscount Moins cher qu'Amazon.fr ? 359,00 € Ajouter",7176.484375,332.0,https://www.cdiscount.com/jardin/spa/spa-gonflable-intex-olive-196-x-196-x-71-cm/f-1633001-int6941057430874.html#mpos=28|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
29,1,piscine et spa,https://www.cdiscount.com/corner/op/operation/operation-plein-air/piscines-et-spa/l-14121080932.html,29,https://www.cdiscount.com/pdt2/6/n/p/1/400x400/26796np/rw/kit-piscine-hors-sol-tubulaire-intex-pris-frame.jpg,"Kit Piscine hors sol tubulaire INTEX - Pris Frame - 503 x 274 x 122 cm - Ovale (Pompe, bâche, tapis de sol et échelle) - 26796NP","Kit Piscine hors sol tubulaire INTEX - Pris Frame - 503 x 274 x 122 cm - Ovale (Pompe, bâche, tapis de sol et échelle) - 26796NP","490,00 €",,,4.3,72,"Livré par Cdiscount 490,00 € Ajouter","Kit Piscine hors sol tubulaire INTEX - Pris Frame - 503 x 274 x 122 cm - Ovale (Pompe, bâche, tapis de sol et échelle) - 26796NP 4,3 / 5 72 avis Composition du lot : Garantie : 2 ans Volume d'eau : 13,4 m3 Type d'alimentation : Electrique Livré par Cdiscount 490,00 € Ajouter",7424.484375,332.0,https://www.cdiscount.com/jardin/piscine/kit-piscine-hors-sol-tubulaire-intex-pris-frame/f-1631801-26796np.html#mpos=29|cd,https://www.cdiscount.com/b-431533-piscines-et-spa.html
